ID,Text Sample,Length,Word Count,Average Word Length,Vowel Count,Consonant Count,Unique Words,Stop Words Count,Special Characters,Digit Count,Punctuation Count,Uppercase Count,Lowercase Count,Has Accents,Has Diacritics,Character Diversity,Language Family,Script Type,Language
21899,"olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,High,Altaic,Logographic,Portuguese
21900,"c oạehkbn?nhỏi gàkh ô nX,",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Low,Indo-European,Logographic,Vietnamese
21901," े,?् हआपैसकसंेमनत ै",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,Medium,Indo-European,Devanagari,Hindi
21902,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Afro-Asiatic,Latin,Portuguese
21903,"к вдлП,ае?ик тера",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,High,Indo-European,Latin,Russian
21904,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,High,Altaic,Hangul,English
21905,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Low,Indo-European,Hangul,Korean
21906,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Low,Indo-European,Devanagari,Arabic
21907,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Medium,Austroasiatic,Hangul,Hindi
21908,ีาค่ง็สนบราดงุปัไยสอวณเ้,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Altaic,Hangul,Thai
21909,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Sino-Tibetan,Latin,Arabic
21910,"á¿ea Hosc,osmtl?ó ",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,High,Altaic,Cyrillic,Spanish
21911,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Indo-European,Logographic,Japanese
21912,"HELLO, HOW ARE YOU?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,High,Sino-Tibetan,Hangul,English
21913,"hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,High,Afro-Asiatic,Hangul,Danish
21914,"Hej, hvordan har du det?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,High,Afro-Asiatic,Latin,Danish
21915,"hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Low,Austroasiatic,Hangul,Spanish
21916,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Medium,Austroasiatic,Latin,Arabic
21917,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Afro-Asiatic,Cyrillic,Korean
21918,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Indo-European,Hangul,Korean
21919,"o clOêo eá,mcá o?tsv",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,High,Indo-European,Logographic,Portuguese
21920,"eht ,dda d?ejuHahnrr vo ",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Low,Indo-European,Cyrillic,Danish
21921,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Altaic,Hangul,Chinese
21922,"HEJ, HVORDAN HAR DU DET?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,High,Indo-European,Latin,Danish
21923,"hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Medium,Sino-Tibetan,Devanagari,Spanish
21924,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Austroasiatic,Logographic,Arabic
21925,"Hej, hvordan har du det?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,Low,Afro-Asiatic,Latin,Danish
21926," h drheva o,undHedaj?rt ",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,High,Afro-Asiatic,Logographic,Danish
21927,"HEJ, HVORDAN HAR DU DET?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Medium,Indo-European,Latin,Danish
21928,"hallo, wie geht es dir?",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,Low,Indo-European,Latin,German
21929,"olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,High,Austroasiatic,Cyrillic,Portuguese
21930,"asl óHá?c ¿s,oteom",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Low,Austroasiatic,Cyrillic,Spanish
21931,"녕세요세 하내 ,요지떻안?게어",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,High,Afro-Asiatic,Devanagari,Korean
21932,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,High,Altaic,Arabic,Arabic
21933,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Afro-Asiatic,Logographic,Chinese
21934,"ao so?ótsHlá¿m e,c",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,High,Sino-Tibetan,Devanagari,Spanish
21935,"Hej, hvordan har du det?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,Low,Afro-Asiatic,Logographic,Danish
21936,"e,á¿s ctmso ó?Hlao",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Low,Austroasiatic,Arabic,Spanish
21937,"CIAO, COME STAI?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Medium,Altaic,Latin,Italian
21938,"hjhnturaeoeHdr dadv  ? ,",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,High,Sino-Tibetan,Logographic,Danish
21939,"XIN CHÀO, BẠN KHỎE KHÔNG?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,Medium,Afro-Asiatic,Hangul,Vietnamese
21940,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Low,Austroasiatic,Logographic,Russian
21941,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Devanagari,Chinese
21942,"पसआक,है ेेमन ?ै् सतं",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Medium,Afro-Asiatic,Logographic,Hindi
21943,"Hello, how are you?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,High,Indo-European,Devanagari,English
21944,"समतं नआहे?ैप ,सै के्",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Altaic,Devanagari,Hindi
21945,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,High,Austroasiatic,Cyrillic,Vietnamese
21946,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Medium,Sino-Tibetan,Logographic,Korean
21947,"drHaerj  h ?ov,dt naudhe",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,High,Sino-Tibetan,Arabic,Danish
21948,"Hej, hvordan har du det?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,Medium,Indo-European,Cyrillic,Danish
21949,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Medium,Altaic,Devanagari,Vietnamese
21950,"ncX bạknh  eikn?hoàôỏ g,h",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,Medium,Sino-Tibetan,Cyrillic,Vietnamese
21951,"HELLO, HOW ARE YOU?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,High,Sino-Tibetan,Arabic,English
21952,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Altaic,Latin,Japanese
21953,"ै , ंन?स हेमपेकसैआत्",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,High,Altaic,Logographic,Hindi
21954,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Medium,Altaic,Hangul,Portuguese
21955,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Medium,Indo-European,Latin,Hindi
21956,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Austroasiatic,Latin,Korean
21957,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,High,Austroasiatic,Logographic,Arabic
21958,حكف؟حر كاالب يم,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Low,Afro-Asiatic,Hangul,Arabic
21959,？，好你你吗好,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Altaic,Devanagari,Chinese
21960,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,High,Indo-European,Devanagari,German
21961,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Logographic,Japanese
21962,"dilHet ? lg i rewsaoe,h",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,High,Austroasiatic,Cyrillic,German
21963,"hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Medium,Sino-Tibetan,Devanagari,Danish
21964,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Indo-European,Latin,Portuguese
21965,"HALLO, WIE GEHT ES DIR?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,High,Indo-European,Arabic,German
21966,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Austroasiatic,Cyrillic,Japanese
21967,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,High,Sino-Tibetan,Devanagari,Portuguese
21968,"ै ,्ैसे?न प तंसहमआके",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Austroasiatic,Arabic,Hindi
21969,"HEJ, HVORDAN HAR DU DET?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,Medium,Afro-Asiatic,Devanagari,Danish
21970,"hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Low,Afro-Asiatic,Arabic,Spanish
21971,"BONJOUR, COMMENT ÇA VA ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,Low,Indo-European,Latin,French
21972,"bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Medium,Austroasiatic,Hangul,French
21973,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,High,Sino-Tibetan,Latin,Korean
21974,"o ? y,lhurl oeeHowa",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Low,Altaic,Devanagari,English
21975,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Altaic,Arabic,Thai
21976,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Sino-Tibetan,Logographic,Thai
21977,"rç mejoBau, ncotomnv?  a",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Medium,Indo-European,Hangul,French
21978,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Afro-Asiatic,Hangul,Thai
21979,"и каквП,еа ртдл?е",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Low,Afro-Asiatic,Devanagari,Russian
21980,"ПРИВЕТ, КАК ДЕЛА?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Austroasiatic,Latin,Russian
21981,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,High,Altaic,Logographic,German
21982,"leeH l ig ,rahwt di?ose",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,High,Indo-European,Arabic,German
21983,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Afro-Asiatic,Hangul,Portuguese
21984,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Sino-Tibetan,Logographic,Korean
21985,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Low,Austroasiatic,Arabic,Hindi
21986,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Afro-Asiatic,Arabic,Japanese
21987,"HALLO, WIE GEHT ES DIR?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,High,Austroasiatic,Hangul,German
21988,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,Medium,Indo-European,Logographic,Hindi
21989,"o  uetmo nmja,nao?vçcB r",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,High,Altaic,Cyrillic,French
21990,"mnaur,oct an? Bjoo mçev ",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Austroasiatic,Logographic,French
21991,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Altaic,Logographic,Chinese
21992,"Htsa¿móo ceáos,? l",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Low,Indo-European,Arabic,Spanish
21993,"HEJ, HVORDAN HAR DU DET?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,Medium,Altaic,Arabic,Danish
21994,"मकपआ,ेस ? ैंेसन ैह्त",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,Low,Indo-European,Devanagari,Hindi
21995,"하 게녕지 ,?안세어내요요떻세",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Indo-European,Arabic,Korean
21996,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Latin,Japanese
21997,"HEJ, HVORDAN HAR DU DET?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,High,Indo-European,Logographic,Danish
21998,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Altaic,Logographic,Chinese
21999,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Sino-Tibetan,Devanagari,Thai
22000,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Low,Afro-Asiatic,Latin,Arabic
22001,"eiwltlei  hdog ?a rsH,e",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,Low,Afro-Asiatic,Arabic,German
22002,"ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Medium,Sino-Tibetan,Logographic,Italian
22003,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Afro-Asiatic,Arabic,Thai
22004,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Altaic,Devanagari,Chinese
22005,"olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Altaic,Arabic,Portuguese
22006,"Hej, hvordan har du det?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,Medium,Altaic,Cyrillic,Danish
22007,"ПРИВЕТ, КАК ДЕЛА?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Low,Sino-Tibetan,Devanagari,Russian
22008,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Altaic,Logographic,Hindi
22009,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Austroasiatic,Cyrillic,Korean
22010,"xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,High,Afro-Asiatic,Latin,Vietnamese
22011,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Medium,Indo-European,Cyrillic,Portuguese
22012,"BONJOUR, COMMENT ÇA VA ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,Medium,Austroasiatic,Cyrillic,French
22013,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Low,Sino-Tibetan,Latin,Korean
22014,"o o v?mBj maunnçcet aor,",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Low,Indo-European,Latin,French
22015,んに？ち気元すかこおでは、,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Cyrillic,Japanese
22016,"HELLO, HOW ARE YOU?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,Medium,Austroasiatic,Hangul,English
22017,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Austroasiatic,Logographic,Arabic
22018,"bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Low,Altaic,Hangul,French
22019,محرفيبكا ك؟اح ل,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Indo-European,Devanagari,Arabic
22020,"eHro liilhed aw,  te?sg",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,High,Sino-Tibetan,Arabic,German
22021,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Altaic,Arabic,Hindi
22022,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Altaic,Arabic,Portuguese
22023,"¿,mtó oceoálHas ?s",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Medium,Austroasiatic,Arabic,Spanish
22024,"xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,High,Altaic,Logographic,Vietnamese
22025,"ПРИВЕТ, КАК ДЕЛА?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Medium,Altaic,Latin,Russian
22026,"ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Medium,Austroasiatic,Logographic,Italian
22027,"HALLO, WIE GEHT ES DIR?",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,Low,Altaic,Latin,German
22028,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Altaic,Cyrillic,Korean
22029,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Austroasiatic,Hangul,Japanese
22030,"HEJ, HVORDAN HAR DU DET?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Low,Sino-Tibetan,Hangul,Danish
22031,"привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Altaic,Hangul,Russian
22032,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Low,Austroasiatic,Cyrillic,Russian
22033,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Low,Austroasiatic,Cyrillic,Arabic
22034,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Low,Indo-European,Arabic,Arabic
22035,"hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Medium,Altaic,Devanagari,Spanish
22036,"sai,?omi eCtc oa",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,High,Altaic,Arabic,Italian
22037,"xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Medium,Indo-European,Latin,Vietnamese
22038,こ元？にすはおち気かで、ん,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Devanagari,Japanese
22039,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Low,Afro-Asiatic,Arabic,Arabic
22040,"XIN CHÀO, BẠN KHỎE KHÔNG?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Medium,Indo-European,Arabic,Vietnamese
22041,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,High,Indo-European,Arabic,Portuguese
22042,"bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Altaic,Devanagari,French
22043,"XIN CHÀO, BẠN KHỎE KHÔNG?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,Low,Austroasiatic,Latin,Vietnamese
22044,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Low,Indo-European,Arabic,Italian
22045,"привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Low,Afro-Asiatic,Logographic,Russian
22046,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Austroasiatic,Logographic,Arabic
22047,"teáO?êc,ácoslo   vmo",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Medium,Altaic,Devanagari,Portuguese
22048,"BONJOUR, COMMENT ÇA VA ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Afro-Asiatic,Devanagari,French
22049,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,High,Sino-Tibetan,Arabic,Arabic
22050,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,High,Sino-Tibetan,Cyrillic,Arabic
22051,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Sino-Tibetan,Devanagari,Chinese
22052,？你好你好，吗,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Indo-European,Cyrillic,Chinese
22053,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Altaic,Cyrillic,Japanese
22054,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Austroasiatic,Cyrillic,Thai
22055,す気ん元、ちかはに？おこで,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Devanagari,Japanese
22056,吗好，你？你好,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Afro-Asiatic,Arabic,Chinese
22057,"HALLO, WIE GEHT ES DIR?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Medium,Indo-European,Devanagari,German
22058,"ooa?rlHheewl, o yu ",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Low,Indo-European,Devanagari,English
22059,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,High,Sino-Tibetan,Arabic,Portuguese
22060," आेै्ं?ह त सनसपकैमे,",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,High,Austroasiatic,Arabic,Hindi
22061,"tvsoêáeácom,  ?oOc l",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Low,Afro-Asiatic,Devanagari,Portuguese
22062,"BONJOUR, COMMENT ÇA VA ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Low,Afro-Asiatic,Logographic,French
22063,"ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Low,Indo-European,Logographic,Italian
22064,"n emovaanç, mjouB  o?rtc",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Sino-Tibetan,Logographic,French
22065,"vt oêlsOcm,áoco?e  á",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Sino-Tibetan,Logographic,Portuguese
22066,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Medium,Altaic,Latin,Hindi
22067," liel g?r osHd,iteea wh",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Low,Indo-European,Latin,German
22068,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Sino-Tibetan,Logographic,Arabic
22069,"Hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,High,Austroasiatic,Latin,Danish
22070,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,High,Afro-Asiatic,Cyrillic,Portuguese
22071,"XIN CHÀO, BẠN KHỎE KHÔNG?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,High,Sino-Tibetan,Logographic,Vietnamese
22072,"oBmat ?cao çv  jnomnr,ue",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,High,Altaic,Logographic,French
22073,"ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Medium,Altaic,Devanagari,Italian
22074,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,High,Sino-Tibetan,Latin,Hindi
22075,"HALLO, WIE GEHT ES DIR?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,Low,Altaic,Devanagari,German
22076,"hallo, wie geht es dir?",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,Medium,Indo-European,Devanagari,German
22077,"XIN CHÀO, BẠN KHỎE KHÔNG?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Low,Austroasiatic,Cyrillic,Vietnamese
22078,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,Low,Altaic,Logographic,Hindi
22079,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,Low,Austroasiatic,Hangul,Hindi
22080,す？、か気ちにで元んおはこ,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Devanagari,Japanese
22081,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,High,Austroasiatic,Hangul,Portuguese
22082,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Afro-Asiatic,Latin,Arabic
22083,"olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Low,Sino-Tibetan,Cyrillic,Portuguese
22084,"¿ coeó?,omHss ltáa",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Medium,Indo-European,Latin,Spanish
22085,好好吗你你，？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Sino-Tibetan,Arabic,Chinese
22086,"óáa s t¿oc,Hesm?ol",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Medium,Afro-Asiatic,Latin,Spanish
22087,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Medium,Sino-Tibetan,Cyrillic,Hindi
22088,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Austroasiatic,Hangul,Japanese
22089,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Low,Afro-Asiatic,Cyrillic,German
22090,ไสีงดงส็บ้คาอ่ราปเณนัุวย,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Sino-Tibetan,Cyrillic,Thai
22091,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Austroasiatic,Cyrillic,Thai
22092,"HEJ, HVORDAN HAR DU DET?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,High,Altaic,Hangul,Danish
22093,"hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Low,Altaic,Hangul,English
22094,"Hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Medium,Sino-Tibetan,Devanagari,Danish
