ID,Text Sample,Length,Word Count,Average Word Length,Vowel Count,Consonant Count,Unique Words,Stop Words Count,Special Characters,Digit Count,Punctuation Count,Uppercase Count,Lowercase Count,Has Accents,Has Diacritics,Character Diversity,Language Family,Script Type,Language
2465,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Low,Afro-Asiatic,Latin,Hindi
2466,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Medium,Sino-Tibetan,Arabic,Hindi
2467,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,High,Austroasiatic,Devanagari,German
2468,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Latin,Chinese
2469,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Afro-Asiatic,Logographic,Japanese
2470,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Medium,Indo-European,Hangul,Hindi
2471,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Afro-Asiatic,Latin,Japanese
2472,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Medium,Afro-Asiatic,Arabic,English
2473,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Sino-Tibetan,Arabic,Chinese
2474,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Medium,Sino-Tibetan,Latin,Italian
2475,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Afro-Asiatic,Arabic,Japanese
2476,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,Medium,Afro-Asiatic,Hangul,German
2477,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Medium,Altaic,Devanagari,Arabic
2478,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Low,Sino-Tibetan,Logographic,Italian
2479,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Indo-European,Logographic,Japanese
2480,"Hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,High,Indo-European,Latin,Danish
2481,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,High,Sino-Tibetan,Cyrillic,Vietnamese
2482,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,High,Sino-Tibetan,Hangul,Portuguese
2483,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,High,Indo-European,Arabic,Russian
2484,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Austroasiatic,Latin,Portuguese
2485,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,High,Sino-Tibetan,Arabic,English
2486,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Low,Indo-European,Logographic,Hindi
2487,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Medium,Afro-Asiatic,Cyrillic,Italian
2488,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Sino-Tibetan,Arabic,Japanese
2489,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Altaic,Cyrillic,Japanese
2490,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Medium,Sino-Tibetan,Logographic,Spanish
2491,"Hej, hvordan har du det?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,Low,Sino-Tibetan,Logographic,Danish
2492,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Indo-European,Hangul,Japanese
2493,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Afro-Asiatic,Devanagari,Chinese
2494,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Medium,Indo-European,Cyrillic,Spanish
2495,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Medium,Indo-European,Cyrillic,Italian
2496,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Medium,Afro-Asiatic,Cyrillic,German
2497,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,High,Altaic,Arabic,Hindi
2498,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,High,Austroasiatic,Cyrillic,French
2499,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,Low,Austroasiatic,Devanagari,Vietnamese
2500,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Low,Altaic,Arabic,Italian
2501,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,Medium,Indo-European,Cyrillic,French
2502,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Low,Indo-European,Devanagari,Vietnamese
2503,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,High,Sino-Tibetan,Arabic,German
2504,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Austroasiatic,Cyrillic,Korean
2505,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,High,Indo-European,Latin,Hindi
2506,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,Medium,Afro-Asiatic,Cyrillic,Hindi
2507,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Afro-Asiatic,Latin,Japanese
2508,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Low,Afro-Asiatic,Hangul,Russian
2509,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Low,Austroasiatic,Devanagari,Italian
2510,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Sino-Tibetan,Devanagari,Chinese
2511,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Low,Altaic,Latin,Russian
2512,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Austroasiatic,Cyrillic,Chinese
2513,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,High,Austroasiatic,Devanagari,English
2514,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Altaic,Arabic,Thai
2515,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,Medium,Indo-European,Latin,German
2516,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,High,Afro-Asiatic,Devanagari,Russian
2517,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Altaic,Cyrillic,Thai
2518,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,High,Altaic,Latin,Vietnamese
2519,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,High,Afro-Asiatic,Hangul,Arabic
2520,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,High,Altaic,Devanagari,Vietnamese
2521,"Hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Medium,Afro-Asiatic,Cyrillic,Danish
2522,"Hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Low,Afro-Asiatic,Latin,Danish
2523,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,High,Austroasiatic,Devanagari,Portuguese
2524,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Altaic,Hangul,Korean
2525,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Low,Austroasiatic,Logographic,Korean
2526,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Latin,Japanese
2527,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,High,Afro-Asiatic,Cyrillic,French
2528,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Low,Austroasiatic,Cyrillic,French
2529,"Hej, hvordan har du det?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,Medium,Afro-Asiatic,Devanagari,Danish
2530,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,High,Afro-Asiatic,Hangul,Arabic
2531,"Hej, hvordan har du det?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,High,Afro-Asiatic,Logographic,Danish
2532,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,High,Austroasiatic,Devanagari,Korean
2533,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Medium,Sino-Tibetan,Devanagari,Russian
2534,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,Low,Austroasiatic,Logographic,German
2535,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Altaic,Devanagari,Thai
2536,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,High,Austroasiatic,Devanagari,Korean
2537,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Low,Austroasiatic,Hangul,German
2538,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,High,Altaic,Latin,Arabic
2539,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Indo-European,Arabic,Chinese
2540,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,High,Sino-Tibetan,Cyrillic,Portuguese
2541,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Low,Afro-Asiatic,Logographic,Italian
2542,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Low,Indo-European,Cyrillic,German
2543,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Austroasiatic,Hangul,Korean
2544,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Low,Austroasiatic,Arabic,German
2545,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,High,Indo-European,Arabic,Vietnamese
2546,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Low,Sino-Tibetan,Devanagari,Portuguese
2547,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,High,Sino-Tibetan,Arabic,German
2548,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,Medium,Afro-Asiatic,Logographic,Vietnamese
2549,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Medium,Afro-Asiatic,Logographic,Spanish
2550,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Sino-Tibetan,Latin,Thai
2551,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Medium,Austroasiatic,Logographic,Vietnamese
2552,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Indo-European,Hangul,Russian
2553,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Low,Austroasiatic,Cyrillic,Russian
2554,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Low,Afro-Asiatic,Latin,English
2555,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Medium,Sino-Tibetan,Devanagari,German
2556,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Austroasiatic,Logographic,Japanese
2557,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Medium,Altaic,Logographic,English
2558,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,High,Indo-European,Latin,Italian
2559,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Low,Sino-Tibetan,Latin,English
2560,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Austroasiatic,Hangul,Korean
2561,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,High,Afro-Asiatic,Devanagari,French
2562,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,High,Austroasiatic,Devanagari,English
2563,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,High,Sino-Tibetan,Latin,English
2564,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Afro-Asiatic,Hangul,Korean
2565,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Austroasiatic,Logographic,Korean
2566,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Indo-European,Hangul,Japanese
2567,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,Medium,Altaic,Hangul,Hindi
2568,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Medium,Altaic,Devanagari,Portuguese
2569,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Low,Altaic,Devanagari,Italian
2570,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,High,Afro-Asiatic,Cyrillic,Portuguese
2571,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Medium,Indo-European,Hangul,English
2572,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Afro-Asiatic,Logographic,Thai
2573,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Austroasiatic,Latin,Japanese
2574,"Hej, hvordan har du det?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,Medium,Austroasiatic,Hangul,Danish
2575,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Low,Sino-Tibetan,Cyrillic,Spanish
2576,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Indo-European,Logographic,Chinese
2577,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,High,Altaic,Devanagari,Italian
2578,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Low,Indo-European,Latin,English
2579,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Sino-Tibetan,Hangul,Japanese
2580,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,High,Afro-Asiatic,Latin,German
2581,"Hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Medium,Sino-Tibetan,Logographic,Danish
2582,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Medium,Sino-Tibetan,Hangul,Italian
2583,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,High,Afro-Asiatic,Cyrillic,English
2584,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,High,Indo-European,Cyrillic,Arabic
2585,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Low,Indo-European,Devanagari,Portuguese
2586,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,High,Altaic,Cyrillic,German
2587,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,High,Sino-Tibetan,Hangul,Arabic
2588,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,High,Altaic,Cyrillic,Spanish
2589,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Indo-European,Hangul,Chinese
2590,"Hej, hvordan har du det?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,High,Indo-European,Latin,Danish
2591,"Hej, hvordan har du det?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,High,Indo-European,Logographic,Danish
2592,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,Medium,Sino-Tibetan,Arabic,German
2593,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Austroasiatic,Latin,Russian
2594,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Indo-European,Hangul,Japanese
2595,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Indo-European,Devanagari,Japanese
2596,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Medium,Sino-Tibetan,Arabic,Vietnamese
2597,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Low,Afro-Asiatic,Latin,Russian
2598,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Logographic,Chinese
2599,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Low,Sino-Tibetan,Arabic,Arabic
2600,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Low,Austroasiatic,Cyrillic,Italian
2601,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,High,Indo-European,Arabic,Spanish
2602,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Afro-Asiatic,Latin,Thai
2603,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,High,Altaic,Cyrillic,Vietnamese
2604,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Medium,Indo-European,Cyrillic,Italian
2605,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Austroasiatic,Arabic,Russian
2606,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Medium,Sino-Tibetan,Hangul,English
2607,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Low,Indo-European,Logographic,Portuguese
2608,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Sino-Tibetan,Latin,Japanese
2609,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,High,Altaic,Arabic,French
2610,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Afro-Asiatic,Hangul,French
2611,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Afro-Asiatic,Cyrillic,Japanese
2612,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Austroasiatic,Arabic,Chinese
2613,"Hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Low,Sino-Tibetan,Cyrillic,Danish
2614,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Afro-Asiatic,Devanagari,Chinese
2615,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,High,Sino-Tibetan,Cyrillic,English
2616,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Low,Indo-European,Cyrillic,Arabic
2617,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Medium,Austroasiatic,Cyrillic,Hindi
2618,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,Medium,Austroasiatic,Cyrillic,French
2619,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Low,Austroasiatic,Logographic,Vietnamese
2620,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Medium,Altaic,Cyrillic,Spanish
2621,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Austroasiatic,Logographic,Russian
2622,"Hej, hvordan har du det?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,Medium,Indo-European,Latin,Danish
2623,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Medium,Indo-European,Devanagari,French
2624,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Sino-Tibetan,Logographic,Thai
2625,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Low,Austroasiatic,Logographic,Spanish
2626,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Afro-Asiatic,Cyrillic,Thai
2627,"Hello, how are you?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,Low,Sino-Tibetan,Devanagari,English
2628,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,High,Altaic,Devanagari,Russian
2629,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,High,Altaic,Hangul,French
2630,"Hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,High,Indo-European,Devanagari,Danish
2631,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Medium,Indo-European,Latin,Russian
2632,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Indo-European,Hangul,Chinese
2633,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Medium,Sino-Tibetan,Hangul,Vietnamese
2634,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Low,Indo-European,Devanagari,Russian
2635,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Afro-Asiatic,Devanagari,French
2636,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Indo-European,Logographic,Chinese
2637,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,Medium,Sino-Tibetan,Devanagari,German
2638,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Sino-Tibetan,Cyrillic,Thai
2639,"Hej, hvordan har du det?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,Medium,Austroasiatic,Hangul,Danish
2640,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,Low,Afro-Asiatic,Arabic,German
2641,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,High,Indo-European,Devanagari,Russian
2642,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Medium,Afro-Asiatic,Devanagari,Hindi
2643,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Medium,Altaic,Logographic,Russian
2644,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,High,Indo-European,Hangul,Portuguese
2645,"Hej, hvordan har du det?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,High,Austroasiatic,Arabic,Danish
2646,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Indo-European,Devanagari,Chinese
2647,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Medium,Sino-Tibetan,Cyrillic,Italian
2648,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,High,Afro-Asiatic,Arabic,Korean
2649,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Low,Indo-European,Latin,French
2650,"Hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Low,Sino-Tibetan,Latin,Danish
2651,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Sino-Tibetan,Arabic,Korean
2652,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Afro-Asiatic,Cyrillic,Chinese
2653,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Low,Altaic,Logographic,French
2654,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Medium,Indo-European,Latin,Italian
2655,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,High,Altaic,Arabic,English
2656,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Afro-Asiatic,Logographic,Japanese
2657,"Hello, how are you?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,Medium,Afro-Asiatic,Latin,English
2658,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Altaic,Latin,Portuguese
2659,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,High,Austroasiatic,Latin,Spanish
2660,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Low,Altaic,Arabic,Russian
2661,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Altaic,Arabic,Japanese
2662,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,High,Sino-Tibetan,Latin,Arabic
2663,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,High,Austroasiatic,Hangul,French
2664,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,Low,Altaic,Hangul,French
2665,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,High,Indo-European,Cyrillic,Vietnamese
2666,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,Low,Afro-Asiatic,Cyrillic,German
2667,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,High,Afro-Asiatic,Logographic,English
2668,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Medium,Altaic,Hangul,Vietnamese
